id,created_at,user_id,longitude,latitude
55,2015-03-03,12,-118.288124,34.102627
56,2015-03-05,13,-118.300072,34.055698
57,2015-02-22,4,-118.437492,34.208351
58,2015-02-27,12,-122.399292,37.734581
59,2015-03-01,12,-122.465897,37.780762
60,2015-03-13,7,-122.277405,37.848038
61,2015-02-28,16,-118.348534,34.061726
62,2015-01-23,15,-122.418739,37.743534
63,2015-02-10,1,-118.261757,33.855305
64,2015-03-13,14,-122.416397,37.764183
65,2015-02-24,15,-122.179962,37.452583
66,2015-02-18,5,-122.590385,38.01041
67,2015-03-13,4,-122.434959,37.806526
68,2015-03-01,20,-118.28315,34.108223
69,2015-03-07,17,-118.442169,33.988762
70,2015-02-18,16,-120.802422,38.727783
71,2015-02-27,14,-122.308281,37.982025
72,2015-02-22,18,-122.499649,37.776272
73,2015-02-21,4,-122.419495,37.762516
74,2015-02-28,9,-118.454529,34.067375
75,2015-01-28,19,-118.161896,34.19648
76,2015-03-06,17,-122.159981,37.724453
77,2015-03-15,6,-122.274605,37.99836
78,2015-03-04,10,-122.279968,37.844872
79,2015-03-04,20,-122.478386,37.667233
80,2015-03-13,3,-122.470634,37.761456
81,2015-02-16,19,-118.070419,34.114037
82,2015-03-07,17,-121.804977,37.245869
83,2015-02-20,19,-122.073334,37.685017
84,2015-03-04,2,-111.624763,35.192638
85,2015-02-23,18,-122.434799,37.785465
86,2015-02-25,6,-122.503372,37.738972
87,2015-03-11,10,-122.401329,37.771545
88,2015-02-10,14,-122.297897,37.975857
89,2015-02-17,20,-122.415703,37.782742
90,2015-03-07,11,-122.282066,37.871159
91,2015-02-28,12,-122.424133,37.764847
92,2015-02-23,19,-118.344818,34.06316
93,2015-02-22,15,-122.420937,37.783028
94,2015-03-05,11,-118.122299,33.969517
95,2015-03-05,16,-118.399773,34.237
96,2015-02-19,9,-121.96476,38.014568
97,2015-03-03,17,-118.35231,34.037167
98,2015-02-17,1,-118.358116,34.098019
99,2015-02-13,2,-122.281097,37.807095
100,2015-02-21,11,-118.337608,34.051231
101,2015-01-28,15,-122.427956,37.784817
102,2015-02-26,3,-122.408066,37.799686
103,2015-02-25,16,-121.97641,37.322037
104,2015-02-27,7,-122.424004,37.763275
105,2015-02-14,17,-122.417175,37.750046
106,2015-03-04,12,-118.299431,34.073429
107,2015-02-23,13,-122.277992,37.858189
108,2015-03-08,3,-122.462166,37.740864
109,2015-02-20,7,-122.411652,37.769733
110,2015-02-18,19,-122.470901,37.705463
111,2015-02-27,12,-122.389282,37.927738
112,2015-03-12,6,-122.48362,37.707317
113,2015-03-11,12,-118.586105,34.166672
114,2015-02-10,19,-118.164284,34.193119
115,2015-01-23,18,-118.364777,34.076221
116,2015-02-11,19,-122.446945,37.774014
117,2015-02-13,7,-122.270119,37.855129
118,2015-02-20,5,-118.452034,34.04689
119,2015-03-13,3,-121.946075,37.494793
120,2015-03-06,20,-118.368706,34.141724
121,2015-02-12,8,-118.28788,34.103668
122,2015-02-13,19,-122.404846,37.76889
123,2015-03-16,17,-122.024673,37.941254
124,2015-03-15,19,-122.317253,37.573902
125,2015-02-11,8,-118.413147,34.172909
126,2015-03-04,5,-124.112579,40.945793
127,2015-02-20,2,-121.827377,37.320091
128,2015-03-07,18,-118.246338,33.84964
129,2015-02-03,2,-122.244362,37.789974
130,2015-03-04,7,-122.424179,37.785957
131,2015-02-22,15,-122.415169,37.792091
132,2015-02-11,11,-122.271347,37.809189
133,2015-02-19,17,-122.491158,37.759201
134,2015-02-25,3,-122.329216,47.577
135,2015-02-21,7,-122.490364,37.75436
136,2015-02-20,3,-118.087959,33.922218
137,2015-02-26,3,-122.478432,37.667263
138,2015-01-28,5,-118.39978,34.237015
139,2015-02-23,14,-122.441284,37.716797
140,2015-02-14,10,-122.491318,37.759258
141,2015-02-15,20,-122.351418,47.654163
142,2015-02-28,8,-122.135902,37.670963
143,2015-02-28,16,-118.352165,34.037571
144,2015-03-14,6,-122.502563,37.757904
145,2015-02-16,14,-122.277451,37.827667
146,2015-02-28,1,-122.443909,37.732243
147,2015-03-13,20,-122.427299,37.769173
148,2015-02-24,5,-122.3993,37.734703
149,2015-03-05,4,-118.334724,34.02486
150,2015-02-26,10,-122.398933,37.777225
151,2015-03-03,1,-122.413414,37.787731
152,2015-02-28,19,-118.035789,34.048462
153,2015-02-18,8,-122.40847,37.711697
154,2015-03-14,12,-122.38356,37.733196
155,2015-02-26,7,-122.405869,37.787655
156,2015-02-10,3,-122.24968,37.831959
157,2015-02-17,15,-121.960503,37.272556
158,2015-02-13,18,-122.387665,37.7873
159,2015-02-16,9,-122.499649,37.776272
160,2015-02-18,4,-122.42852,37.751266
161,2015-03-06,7,-122.386917,37.729961
162,2015-02-10,5,-122.409584,37.787628
163,2015-01-28,16,-121.986855,37.961143
164,2015-02-10,2,-122.261269,37.835358
165,2015-03-05,1,-122.436363,37.759216
166,2015-02-21,8,-118.300545,34.104313
167,2015-02-10,9,-122.075554,37.659214
168,2015-02-10,4,-122.437836,37.779144
169,2015-02-03,20,-122.399048,37.776806
170,2015-02-11,1,-122.44381,37.729107
171,2015-02-23,13,-118.234032,34.098442
172,2015-03-09,9,-122.389771,37.787231
173,2015-03-12,8,-122.483398,37.738987
174,2015-03-02,20,-118.563675,34.19101
175,2015-02-24,4,-122.417175,37.785328
176,2015-02-10,6,-122.462402,37.740959
177,2015-03-07,11,-122.13726,37.684776
178,2015-02-11,2,-122.405701,37.799717
179,2015-02-27,7,-122.423874,37.768063
180,2015-02-14,6,-118.454079,34.169182
181,2015-03-12,11,-122.395447,37.743317
182,2015-02-19,15,-121.966072,37.968937
183,2015-02-20,11,-121.94899,37.493801
184,2015-02-10,13,-122.418625,37.780903
185,2015-02-14,7,-117.274727,34.434486
186,2015-03-13,17,-122.223946,38.052452
187,2015-02-17,17,-122.039772,37.614471
188,2015-02-13,11,-118.311073,33.985641
189,2015-02-14,15,-118.344879,34.062946
190,2015-03-14,7,-122.398994,37.777264
191,2015-03-05,15,-122.316505,47.696644
192,2015-02-11,3,-122.461983,37.709599
193,2015-02-10,9,-122.407578,37.790401
194,2015-03-09,13,-122.432068,37.763618
195,2015-02-20,17,-118.13166,34.181274
196,2015-03-02,16,-118.315628,34.05188
197,2015-03-06,4,-122.265877,37.862389
198,2015-02-14,9,-122.410912,37.627792
199,2015-02-21,10,-122.072617,37.694309
200,2015-02-17,10,-118.302498,34.013538
201,2015-02-14,11,-122.263519,37.814144
202,2015-01-28,19,-118.354721,33.982868
203,2015-03-02,14,-122.484123,37.738884
204,2015-02-22,4,-122.135994,37.670849
205,2015-02-16,7,-122.220619,37.790936
206,2015-02-22,12,-118.375153,34.074352
207,2015-02-11,10,-122.407684,37.767609
208,2015-02-21,6,-118.138496,34.157261
209,2015-02-10,16,-122.40979,37.795673
210,2015-02-13,7,-122.469032,37.677486
211,2015-02-22,12,-118.298012,34.026611
212,2015-02-16,9,-122.305847,37.900715
213,2015-02-23,20,-122.499649,37.776272
214,2015-03-12,6,-122.214714,37.803894
215,2015-02-23,6,-118.486862,34.026058
216,2015-03-15,11,-122.420555,37.787048
217,2015-03-16,3,-122.4216,37.7761
218,2015-03-09,4,-122.343704,47.671413
219,2015-02-26,2,-122.483063,37.741844
220,2015-02-23,11,-122.493546,37.753841
221,2015-03-01,18,-122.286804,37.806507
222,2015-03-05,13,-122.416443,37.73251
223,2015-03-06,9,-118.127693,34.036102
224,2015-02-26,8,-122.263313,37.515793
225,2015-02-14,4,-118.246262,33.849682
226,2015-02-28,9,-122.275345,37.805836
227,2015-03-02,13,-121.96167,37.320103
228,2015-03-03,1,-122.243324,38.156319
229,2015-02-23,3,-122.449135,37.769726
230,2015-02-11,19,-118.424957,34.200344
231,2015-03-07,10,-122.430962,37.774456
232,2015-02-10,18,-122.436089,37.760151
233,2015-03-01,10,-122.419373,37.768276
234,2015-03-14,19,-122.486725,37.74688
235,2015-01-28,11,-122.421661,37.796139
236,2015-02-20,9,-122.255249,37.819122
237,2015-02-27,5,-118.328888,34.093174
238,2015-02-22,12,-118.280815,34.031776
239,2015-01-28,17,-118.342537,34.090942
240,2015-02-27,9,-121.966049,37.968887
241,2015-03-02,10,-121.90863,37.757435
242,2015-03-15,17,-118.349754,33.914284
243,2015-02-22,4,-122.408318,37.617645
244,2015-02-21,10,-118.311325,34.18586
245,2015-03-02,8,-122.28656,37.864651
246,2015-03-01,18,-118.454048,34.169323
247,2015-02-24,16,-122.223289,37.793484
248,2015-02-17,7,-122.325325,47.623772
249,2015-02-03,5,-118.312958,34.102364
250,2015-02-17,3,-122.510635,37.769634
251,2015-03-09,11,-118.474869,33.999622
252,2015-02-26,2,-122.416077,37.732498
253,2015-02-17,1,-122.4048,37.767094
254,2015-03-01,5,-122.278389,37.821629
255,2015-03-15,6,-118.261383,34.156788
256,2015-03-03,16,-122.103699,37.684872
257,2015-03-08,16,-122.490341,37.753998
258,2015-03-04,19,-122.489006,37.860172
259,2015-02-18,13,-118.41391,33.9715
260,2015-02-10,4,-118.349525,34.103477
261,2015-02-16,7,-118.225693,34.170834
262,2015-02-23,10,-122.505966,37.744484
263,2015-02-17,5,-117.708145,34.127346
264,2015-01-23,13,-122.267815,37.817963
265,2015-03-09,2,-122.017914,37.983604
266,2015-02-15,7,-118.087944,33.922329
267,2015-03-15,16,-122.478226,37.666931
268,2015-02-22,2,-122.430908,37.774681
269,2015-02-18,2,-122.376404,47.523235
270,2015-02-14,16,-121.877502,37.309731
271,2015-02-16,6,-122.484955,37.665722
272,2015-03-06,12,-118.563484,34.191109
273,2015-02-20,2,-122.267357,37.81369
274,2015-03-13,18,-118.186424,33.824879
275,2015-03-01,12,-121.960678,37.347416
276,2015-03-15,4,-122.42189,37.779877
277,2015-03-02,8,-118.304413,34.104752
278,2015-03-07,16,-122.434982,37.785561
279,2015-02-12,7,-118.157257,33.959476
280,2015-02-23,2,-122.436111,37.759731
281,2015-01-23,2,-122.412491,37.766457
282,2015-02-15,3,-118.157341,33.959572
283,2015-02-15,16,-122.504669,37.757603
284,2015-02-14,12,-122.426712,37.778526
285,2015-03-11,17,-122.283485,37.827011
286,2015-02-23,15,-122.398766,37.777264
287,2015-02-16,10,-118.546722,34.449745
288,2015-02-03,11,-122.223534,37.793411
289,2015-03-08,2,-122.435646,37.787312
290,2015-02-17,13,-118.309845,34.102959
291,2015-02-17,11,-122.260803,37.811764
292,2015-03-05,8,-122.424507,37.719971
293,2015-01-23,17,-122.493889,37.759762
294,2015-03-03,10,-118.337677,34.099049
295,2015-03-04,11,-122.250183,37.831753
296,2015-03-03,2,-122.069916,37.693432
297,2015-03-03,13,-118.303429,33.733646
298,2015-03-11,14,-122.265366,37.815044
299,2015-03-08,2,-122.22345,37.79353
300,2015-03-05,9,-122.336769,47.685623
301,2015-02-24,9,-122.342667,47.648529
302,2015-02-18,2,-122.073914,37.681129
303,2015-02-27,15,-118.127617,34.036106
304,2015-02-17,14,-122.422592,37.80587
305,2015-03-04,16,-122.410767,37.771202
306,2015-02-16,11,-122.432983,37.787853
307,2015-02-19,2,-118.184967,33.771515
308,2015-02-27,10,-122.440323,37.748741
309,2015-02-26,1,-122.432114,37.796974
310,2015-02-25,5,-122.27832,37.821831
311,2015-02-24,19,-118.348015,34.103481
312,2015-02-03,20,-122.406548,37.790424
313,2015-02-26,12,-122.166397,37.43903
314,2015-02-10,15,-122.074394,37.670841
315,2015-03-13,12,-118.44516,34.046074
316,2015-02-15,16,-118.302589,34.01363
317,2015-02-28,13,-122.439606,37.783566
318,2015-02-13,12,-121.994682,37.351482
319,2015-02-26,18,-118.305389,34.104141
320,2015-03-07,2,-122.412689,37.806446
321,2015-01-28,4,-122.367249,37.584179
322,2015-02-27,5,-122.338425,47.617985
323,2015-02-13,17,-122.14238,37.866051
324,2015-03-15,3,-118.415855,34.145943
325,2015-03-06,2,-118.492142,34.165428
326,2015-03-05,4,-118.441597,34.064098
327,2015-02-14,11,-118.398216,34.169678
328,2015-02-19,18,-122.430389,37.764359
329,2015-02-22,20,-122.394058,37.721123
330,2015-03-08,15,-122.186752,37.785858
331,2015-03-15,8,-122.276436,47.872181
332,2015-03-06,5,-122.45681,37.783539
333,2015-02-17,2,-122.415825,37.700832
334,2015-02-25,10,-122.154358,37.421589
335,2015-02-22,15,-122.414764,37.75087
336,2015-03-04,6,-118.424973,34.200329
337,2015-02-20,2,-122.503563,37.757805
338,2015-03-11,6,-118.60154,34.221752
339,2015-03-16,2,-122.298042,37.899933
340,2015-02-27,9,-122.423943,37.756084
341,2015-02-22,6,-122.380707,37.583679
342,2015-02-21,12,-122.419487,37.789089
343,2015-02-18,13,-122.445518,37.774021
344,2015-02-16,8,-122.405846,37.768093
345,2015-03-11,8,-118.051048,34.06004
346,2015-02-25,6,-122.419853,37.767101
347,2015-03-15,1,-122.486343,37.785435
348,2015-02-17,10,-117.933487,34.038101
349,2015-02-21,17,-118.14048,33.768921
350,2015-03-14,15,-122.402992,37.771118
351,2015-03-16,1,-118.334366,33.899181
352,2015-02-10,6,-122.413147,37.634739
353,2015-03-04,15,-122.418968,37.743198
354,2015-02-14,8,-121.904785,37.350727
355,2015-02-17,8,-122.405586,37.65498
356,2015-03-02,15,-122.420692,37.773907
357,2015-02-23,2,-117.933479,34.038128
358,2015-03-13,20,-122.468185,37.775951
359,2015-02-28,13,-122.065689,37.92112
360,2015-02-16,18,-118.338707,34.097912
361,2015-03-02,7,-117.951324,34.024792
362,2015-02-12,13,-118.3713,34.03149
363,2015-02-19,20,-122.416969,37.7743
364,2015-02-27,18,-122.420731,37.785797
365,2015-03-02,16,-122.434235,37.786083
366,2015-02-21,2,-122.417702,37.750519
367,2015-01-28,4,-122.083847,37.67057
368,2015-02-18,11,-122.271996,37.798344
369,2015-02-03,6,-122.445663,37.726837
370,2015-03-16,4,-122.521088,37.966682
371,2015-03-13,18,-122.198586,38.111526
372,2015-02-03,15,-122.096001,37.687939
373,2015-02-13,12,-122.327736,37.536533
374,2015-02-25,15,-122.316589,47.696609
375,2015-03-05,15,-118.415955,33.988403
376,2015-03-08,18,-118.451477,34.046608
377,2015-02-27,4,-118.009903,34.1325
378,2015-02-19,4,-122.308182,47.612118
379,2015-02-03,4,-122.391319,37.736023
380,2015-02-26,15,-122.426353,37.753098
381,2015-02-26,15,-122.428925,37.767536
382,2015-03-04,9,-122.446442,37.774738
383,2015-02-22,8,-122.513489,37.909992
384,2015-02-03,14,-122.102074,37.416393
385,2015-03-06,12,-118.383118,34.437553
386,2015-02-13,4,-121.940849,37.408478
387,2015-02-15,2,-122.127625,37.69976
388,2015-03-15,8,-118.31424,34.175655
389,2015-02-17,19,-122.05677,37.675484
390,2015-03-11,16,-122.277618,37.809284
391,2015-02-17,5,-118.361549,34.068615
392,2015-02-24,12,-122.422691,37.791946
393,2015-03-16,3,-122.272964,37.809971
394,2015-03-04,11,-122.409195,37.737164
395,2015-02-24,9,-122.423012,37.792904
396,2015-02-16,19,-122.318886,47.602627
397,2015-02-10,18,-122.44899,37.714455
398,2015-02-16,6,-118.337685,33.797222
399,2015-03-04,1,-118.284988,34.001701
400,2015-02-10,9,-122.398758,37.734566
401,2015-03-12,4,-118.405701,33.944939
402,2015-03-09,15,-118.348045,34.015137
403,2015-02-15,14,-117.708061,34.127419
404,2015-02-11,13,-122.412643,37.748402
405,2015-03-16,6,-118.304314,33.740402
406,2015-03-03,9,-122.404381,37.728737
407,2015-01-28,18,-118.380135,33.884686
408,2015-02-11,11,-122.278244,37.821865
409,2015-02-13,8,-122.446236,37.747261
410,2015-03-16,19,-117.933479,34.038277
411,2015-03-07,14,-118.379898,34.066437
412,2015-02-22,8,-122.453941,37.786362
413,2015-03-08,2,-122.367546,37.584488
414,2015-03-08,7,-122.017853,37.98365
415,2015-03-15,16,-122.255257,37.818935
416,2015-02-12,3,-122.411888,37.799091
417,2015-03-02,9,-122.247086,47.443455
418,2015-02-11,8,-122.429062,37.769215
419,2015-03-03,10,-121.336357,38.618465
420,2015-02-19,13,-122.386406,37.737995
421,2015-02-10,14,-122.247299,37.797401
422,2015-02-03,13,-122.142303,37.866058
423,2015-02-26,12,-122.416107,37.801323
424,2015-02-22,2,-122.398903,37.777416
425,2015-03-01,8,-122.282036,37.779388
426,2015-01-28,6,-121.88298,37.402214
427,2015-02-12,16,-122.402931,37.77903
428,2015-03-09,20,-121.906288,37.360287
429,2015-02-16,17,-122.371468,37.828533
430,2015-02-14,15,-118.261795,33.855373
431,2015-02-12,12,-118.317642,34.018566
432,2015-03-11,20,-122.336914,47.50053
433,2015-02-12,9,-122.052834,37.908379
434,2015-02-23,20,-122.431503,37.789169
435,2015-02-03,8,-118.157448,33.959522
436,2015-01-23,3,-122.411163,37.765469
437,2015-02-14,1,-122.412781,37.635548
438,2015-03-01,5,-118.131516,34.181427
439,2015-02-21,12,-118.597923,34.186718
440,2015-03-06,13,-118.438316,34.041145
441,2015-03-16,8,-118.470703,34.019127
442,2015-03-15,12,-118.183395,34.048893
443,2015-03-06,1,-122.390572,37.751205
444,2015-02-16,2,-122.273193,37.822666
445,2015-03-01,1,-122.420433,37.788509
446,2015-02-20,18,-118.355347,34.080433
447,2015-02-03,14,-122.182228,37.77264
448,2015-03-02,5,-122.039482,47.520817
449,2015-02-18,6,-122.400032,37.785408
450,2015-03-11,9,-121.921982,37.400391
451,2015-02-11,16,-122.3927,37.786228
452,2015-02-14,18,-122.397743,37.78896
453,2015-02-14,4,-122.27346,38.021049
454,2015-02-26,14,-122.410378,37.757607
455,2015-02-20,8,-122.487572,37.743809
456,2015-02-28,3,-122.520828,37.983425
457,2015-03-05,19,-122.042633,37.968208
458,2015-02-11,20,-118.299118,34.026436
459,2015-02-26,14,-118.376427,34.083588
460,2015-03-06,2,-122.420555,37.787048
461,2015-02-24,1,-122.420013,37.795151
462,2015-02-18,8,-122.274818,37.808922
463,2015-02-19,14,-118.283165,34.108219
464,2015-02-17,3,-121.510178,38.656513
465,2015-03-01,8,-122.356567,47.631824
466,2015-02-27,13,-122.416016,37.787437
467,2015-02-18,8,-118.331123,34.102608
468,2015-02-28,19,-122.401047,37.71888
469,2015-03-14,12,-118.189072,34.136486
470,2015-03-11,17,-118.261627,33.855373
471,2015-02-18,10,-122.295578,37.978806
472,2015-02-18,17,-118.368538,33.947605
473,2015-03-13,10,-122.314156,47.736397
474,2015-03-11,12,-122.51033,37.779823
475,2015-02-03,11,-122.416122,37.76907
476,2015-02-11,5,-122.333099,47.618958
477,2015-02-26,10,-122.520805,37.983463
478,2015-03-12,14,-122.420555,37.787048
479,2015-02-20,11,-122.22467,37.774185
480,2015-03-13,5,-118.617867,34.215549
481,2015-03-08,20,-118.34951,34.170544
482,2015-03-15,18,-122.425011,37.786968
483,2015-03-13,18,-122.332733,37.95462
484,2015-02-17,9,-122.458351,37.767391
485,2015-02-19,15,-122.163597,37.444908
486,2015-02-10,20,-122.44397,37.732372
487,2015-02-27,16,-118.297562,33.796284
488,2015-02-23,20,-122.45211,37.729519
489,2015-02-25,20,-118.348068,34.103558
490,2015-02-23,17,-122.434204,37.766598
491,2015-02-20,9,-118.172325,33.775681
492,2015-02-12,16,-118.304993,34.103897
493,2015-03-04,3,-122.41951,37.740185
494,2015-03-02,5,-118.355942,34.045654
495,2015-02-21,7,-122.38205,47.548424
496,2015-03-06,17,-118.275436,34.079269
497,2015-02-16,11,-122.395309,37.743305
498,2015-03-04,8,-118.198357,33.945751
499,2015-03-05,2,-118.353897,33.967194
500,2015-02-14,7,-122.154655,37.452126
